"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"485","432","432-05-00001-807","UHF, TRANSCEIVER, APX-6500    ","UHF       ","                  ","   ","104945","921522","8","0","4","0","4","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-808","10 DB RF TAP                  ","TAP       ","                  ","   ","104945","921522","9","0","3","0","3","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-809","SCANNER SPEAKER (P/O-807)     ","SPEAKER   ","                  ","   ","104945","921522","10","0","2","0","2","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-811","RADIO, HANDHELD, PORTABLE     ","RADIO     ","                  ","   ","104945","921522","11","0","70","0","70","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-812","POWER SUPPLY CABINET ASSEMBLY,","ASSEMBLY  ","                  ","   ","104945","921522","12","0","2","0","2","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-813","SOFTWARE, RSS (RVN5002)       ","SOFTWARE  ","                  ","   ","104945","921522","13","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-814","KEY LOADER, ENCRYPTED (KVL    ","KEYLOADER ","                  ","   ","104945","921522","14","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-815","CHARGER, KEYLOADER (P/O-814)  ","CHARGER   ","                  ","   ","104945","921522","15","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-819","FUSE, 20 AMP, ATO             ","FUSE      ","                  ","   ","104945","921522","16","0","10","0","10","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-820","SWITCH BOX PROTECTIVE COVER   ","BOX       ","                  ","   ","104945","921522","17","0","12","0","12","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-822","SOFTWARE FOR ASTRO 25 PORTABLE","SOFTWARE  ","                  ","   ","104945","921522","18","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-823","RADIO CASE, NYLON (NTNN 8269A)","CASE      ","                  ","   ","104945","921522","19","0","70","0","70","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-828","PROGRAMMING/FLASH CABLE, XTL- ","CABLE     ","                  ","   ","104945","921522","20","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-829","CABLE, PROGRAMMING, RS232     ","CABLE     ","                  ","   ","104945","921522","21","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-830","RF CONNECTOR, N MALE, ANDREW  ","CONNECTOR ","                  ","   ","104945","921522","22","0","8","0","8","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-831","RF CONNECTOR, N FEMALE        ","CONNECTOR ","                  ","   ","104945","921522","23","0","8","0","8","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-832","RF CONNECTOR, N MALE, ANDREW  ","CONNECTOR ","                  ","   ","104945","921522","24","0","2","0","2","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-833","RF CONNECTOR, N FEMALE,       ","CONNECTOR ","                  ","   ","104945","921522","25","0","2","0","2","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-834","CONNECTOR ADAPTER, N FEMALE TO","ADAPTER   ","                  ","   ","104945","921522","26","0","3","0","3","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-850","QUANTAR/QUANTRO FAMILY        ","          ","                  ","   ","104945","921522","27","0","4","0","4","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-851","BATTERY CHARGER (P/O-850)     ","CHARGER   ","                  ","   ","104945","921522","28","0","4","0","4","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-854","PROGRAMMING ACCESS KEY        ","ACCESS KEY","                  ","   ","104945","921522","29","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-855","TACTICAL INTERCONNECT UNIT    ","UNIT      ","                  ","   ","104945","921522","30","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-857","QUANTAR SOFTWARE, RVN-5002    ","SOFTWARE  ","                  ","   ","104945","921522","31","0","4","0","4","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-858","MOTORCYCLE PALM MICROPHONE    ","MICROPHONE","                  ","   ","104945","921522","32","0","4","0","4","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-859","DASH MOUNT P/O-807)           ","MOUNT     ","                  ","   ","104945","921522","33","0","4","0","4","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-860","CONTROL HEAD (P/O-807)        ","CONTROL HE","                  ","   ","104945","921522","34","0","4","0","4","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-861","CONTROL HEAD SOFTWARE         ","SOFTWARE  ","                  ","   ","104945","921522","35","0","4","0","4","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-864","BATTERY IMPRES FM IMMERSIBLE  ","BATTERY   ","                  ","   ","104945","921522","36","0","60","0","60","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-866","CHARGER IMPRES SMART MULTI UNI","UNIT      ","                  ","   ","104945","921522","37","0","10","0","10","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-867","BELT CLIP KIT                 ","KIT       ","                  ","   ","104945","921522","38","0","60","0","60","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-869","HEADSET, LIGHTWEIGHT          ","HEADSET   ","                  ","   ","104945","921522","39","0","7","0","7","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-870","3.5MM JACK ADAPTER WITH QUICK ","ADAPTER   ","                  ","   ","104945","921522","40","0","7","0","7","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-871","MICROPHONE REMOTE SPEAKER     ","MICROPHONE","                  ","   ","104945","921522","41","0","40","0","40","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-872","BATTERY NIMH, FM 1750MAH(-20C)","BATTERY   ","                  ","   ","104945","921522","42","0","70","0","70","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-873","EAR MICROPHONE - GRAY (FOR    ","MICROPHONE","                  ","   ","104945","921522","43","0","10","0","10","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-875","CHARGER, IMPRES SINGLE UNIT   ","UNIT      ","                  ","   ","104945","921522","44","0","10","0","10","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-876","INSTALLATION HARDWARE KIT     ","KIT       ","                  ","   ","104945","921522","45","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-877","ASSEMBLY, BAR, MOUNTING       ","ASSEMBLY  ","BAR               ","   ","104945","921522","46","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-878","ISOLATOR, BASE MOUNT          ","ISOLATOR  ","BASE              ","   ","104945","921522","47","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-879","RAILS, FRAME, MAIN EQUIPMENT  ","RACK      ","MAIN              ","   ","104945","921522","48","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002","JOINT BIOLOGICAL POINT DETECTI","JBPDS     ","                  ","   ","108268","921536","1","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-800","JBPDS, BASIC BIOLOGICAL SUITE ","JBPDS     ","UNIT              ","   ","108268","921536","2","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-801","JBPDS, DRY COLLECTION FILTER  ","JBPDS     ","FILTER            ","   ","108268","921536","3","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-802","JBPDS, TEMP/HUMIDITY SENSOR   ","JBPDS     ","SENSOR            ","   ","108268","921536","4","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-803","JBPDS, POWER PACK ASSY W/MOUNT","JBPDS     ","ASSEMBLY          ","   ","108268","921536","5","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-804","JBPDS, EXTERNAL CONTROL SUBSYS","JBPDS     ","CONTROL           ","   ","108268","921536","6","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-805","JBPDS, INTAKE ASSY, SHIP COLLE","JBPDS     ","ASSEMBLY          ","   ","108268","921536","7","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-806","JBPDS, STACK ASSY, SHIP BAWS  ","JBPDS     ","ASSEMBLY          ","   ","108268","921536","8","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-807","JBPDS, INLET HOSE ADPT KIT    ","JBPDS     ","KIT               ","   ","108268","921536","9","0","2","0","2","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-808","JBPDS, MOUNTING KIT           ","JBPDS     ","KIT               ","   ","108268","921536","10","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-809","IPDS-LR, OUTLET LINE (YELLOW) ","IPDS-LR   ","LINE              ","   ","108268","921536","11","0","2","0","2","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-810","IPDS-LR, INLET HOSE (GREEN)   ","IPDS-LR   ","HOSE              ","   ","108268","921536","12","0","2","0","2","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-811","IPDS-LR, EXTERNAL AIR SAMPLING","IPDS-LR   ","UNIT              ","   ","108268","921536","13","0","2","0","2","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-812","IPDS-LR, DETECTOR UNIT        ","IPDS-LR   ","UNIT              ","   ","108268","921536","14","0","2","0","2","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-813","IPDS-LR, REMOTE DISPLAY UNIT  ","IPDS-LR   ","UNIT              ","   ","108268","921536","15","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-814","IPDS-LR, CONTROL DISPLAY UNIT ","IPDS-LR   ","CONTROL           ","   ","108268","921536","16","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-828","ISOLATION KIT, VIBRATION      ","KIT       ","ISOLATION         ","   ","108268","921536","17","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-816","JBPDS, W52 CABLE              ","JBPDS     ","CABLE             ","   ","108268","921536","18","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-817","JBPDS, W7 CABLE               ","JBPDS     ","CABLE             ","   ","108268","921536","19","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-818","JBPDS, W10 GROUND STRAP       ","JBPDS     ","STRAP             ","   ","108268","921536","20","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-819","JBPDS, W42 GROUND STRAP       ","JBPDS     ","STRAP             ","   ","108268","921536","21","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","433","433-01-00002-820","IPDS, SHOCK MOUNTING KIT W/POW","KIT       ","MOUNTING          ","   ","108268","921536","22","0","2","0","2","0","10/24/2017","       /    /    ","            ","            ",""
