"Ldger Acct","Document","Line","Item","Description","Order","Pos.","Cust/Supp","Quantity","Unit","Amount","Date","Integr Amounts","CLIN","Effort"
"4314","PUR   37663","17","314-01-00003-800","CONVERTER, FREQUENCY, 400HZ,  ","860615","2","BOGUE SYSTEM","1"," EA ","-60,000.00","12/09/2016","-60,000.00","            ",""
"4314","PUR   37663","19","314-01-00003-800","CONVERTER, FREQUENCY, 400HZ,  ","860615","2","BOGUE SYSTEM","1"," EA ","60,000.00","12/09/2016","60,000.00","            ",""
"4314","PUR   37703","12","314-01-00003-801","CONVERTER, FREQUENCY, 400HZ,  ","860615","3","BOGUE SYSTEM","1"," EA ","60,000.00","12/22/2016","60,000.00","            ",""
"4314","PUR   37705","1","314-01-00003-801","CONVERTER, FREQUENCY, 400HZ,  ","860615","3","BOGUE SYSTEM","1"," EA ","-60,000.00","12/22/2016","-60,000.00","            ",""
"4314","PUR   37705","3","314-01-00003-801","CONVERTER, FREQUENCY, 400HZ,  ","860615","3","BOGUE SYSTEM","1"," EA ","60,000.00","12/22/2016","60,000.00","            ",""
"4314","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","203,247.00","          ","203,247.00","",""
"4320","PUR   35392","120","    320-01-00176","PANEL 4-7/8"" X 4-7/8"", STEEL, ","930162","9","WESCO DISTRI","1"," EA ","3.79","08/20/2015","3.79","            ",""
"4320","PUR   35511","78","    320-01-00177","BLOCK, TERMINAL, 175 AMP      ","930162","18","WESCO DISTRI","1"," EA ","95.7","09/10/2015","95.7","            ",""
"4320","INV   25078","11","    320-01-00172","GASKET, WEATHERPROOF, GFCI,   ","423849","    ","            ","43"," EA ","18.28","02/26/2016","18.28","            ",""
"4320","INV   25085","42","    320-01-00006","RECEPTACLE, SIMPLEX, 20A, 125V","424244","    ","            ","9"," EA ","33.03","02/29/2016","33.03","            ",""
"4320","INV   25966","26","    320-01-00006","RECEPTACLE, SIMPLEX, 20A, 125V","439083","    ","            ","2"," EA ","7.34","09/09/2016","7.34","            ",""
"4320","INV   26053","5","    320-01-00922","FUSE, 6 AMP, 500 VOLT         ","440703","    ","            ","2"," EA ","517.06","09/30/2016","48.8","            ",""
"4320","INV   26053","5","    320-01-00920","FUSES, 3AMP, 250 VOLT         ","440701","    ","            ","23"," EA ","                ","09/30/2016","61.64","            ",""
"4320","INV   26053","5","    320-01-00910","FUSE, 1 AMP, 500 VOLT, SIZE:  ","440679","    ","            ","18"," EA ","                ","09/30/2016","406.62","            ",""
"4320","INV   26150","15","    320-01-00905","FUSE, 10 AMP, 500 VOLT, SIZE: ","440631","    ","            ","75"," EA ","570.04","10/21/2016","570.04","            ",""
"4320","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","1,245.24","          ","1,245.24","",""
"4321","PUR   35193","43","    321-02-00841","STUD, LOW CS, D=1/2"", L=7-1/8""","930140","7","CHAMPION FAS","145"," EA ","227.65","07/17/2015","227.65","            ",""
"4321","PUR   35256","100","    321-02-00845","PLUG, SEALING, SIZE M, STEEL  ","930153","10","RESEARCH TOO","2"," EA ","16.92","07/24/2015","16.92","            ",""
"4321","PUR   35388","62","    321-02-00848","PLUG, SEALING, SIZE J, STEEL  ","930161","8","RESEARCH TOO","5"," EA ","47.73","08/20/2015","25.35","            ",""
"4321","PUR   35388","62","    321-02-00849","PLUG, SEALING, SIZE N, STEEL  ","930161","16","RESEARCH TOO","3"," EA ","                ","08/20/2015","22.38","            ",""
"4321","PUR   35538","41","    321-02-00844","PAD, TAPPED, 1/2""-13, SS 316  ","930176","7","RESEARCH TOO","50"," EA ","446","09/11/2015","446","            ",""
"4321","PUR   35629","148","    321-02-00634","REDC COUPLING, 2-1/2 TO 1-1/4 ","930198","7","GRAINGER    ","1"," EA ","43.94","09/26/2015","43.94","            ",""
"4321","PUR   35704","63","    321-02-00868","BUSHING, REDC, 1 X 3/4, SS 316","930218","7","MCMASTER CAR","4"," EA ","35.12","10/12/2015","35.12","            ",""
"4321","PUR   35707","112","    321-02-00842","PAD, TAPPED, 2"" DIA., SS 316  ","930188","6","RESEARCH TOO","50"," EA ","508.5","10/12/2015","508.5","            ",""
"4321","PUR   35722","36","    321-02-00279","TYPE III BOND STRAP, 2"" X 9""  ","930173","10","RESEARCH TOO","52"," EA ","1,668.78","10/16/2015","800.28","            ",""
"4321","PUR   35722","36","    321-02-00286","TYPE III BOND STRAP, 1"" X 3""  ","930174","10","RESEARCH TOO","30"," EA ","                ","10/16/2015","322.5","            ",""
"4321","PUR   35722","36","    321-02-00287","TYPE III BOND STRAP, 1"" X 6""  ","930175","10","RESEARCH TOO","52"," EA ","                ","10/16/2015","546","            ",""
"4321","PUR   35732","84","    321-02-00274","STRAP, STK NO.326325E11020-001","930197","6","RESEARCH TOO","20"," EA ","955.6","10/16/2015","955.6","            ",""
"4321","PUR   35786","9","    321-02-00276","BOSS, GRNDG, STK NO. 32151-019","930228","8","RESEARCH TOO","50"," EA ","619.5","10/27/2015","619.5","            ",""
"4321","PUR   35800","43","    321-02-00275","BOSS, GRNDG, STK NO. 32151-020","930240","8","RESEARCH TOO","20"," EA ","850","10/29/2015","850","            ",""
"4321","PUR   35820","11","    321-02-00381","STL PLUG, STK NO. 32107-063   ","930225","8","RESEARCH TOO","10"," EA ","61.33","10/30/2015","29.1","            ",""
"4321","PUR   35820","11","    321-02-00382","STEEL STUFFING TUBE SEALING PL","930225","16","RESEARCH TOO","11"," EA ","                ","10/30/2015","32.23","            ",""
"4321","PUR   35829","45","    321-02-00384","STEEL STUFFING TUBE SEALING PL","930225","32","RESEARCH TOO","10"," EA ","56.9","11/03/2015","32","            ",""
"4321","PUR   35829","45","    321-02-00869","ADAPTER, REDC, ALUM, SIZE B   ","930259","7","RESEARCH TOO","5"," EA ","                ","11/03/2015","24.9","            ",""
"4321","PUR   35846","19","    321-02-00613","PLUG, STK NO. 32107-061       ","930225","48","RESEARCH TOO","10"," EA ","179.92","11/03/2015","65.9","            ",""
"4321","PUR   35846","19","    321-02-00612","PLUG, STK NO. 32107-062       ","930225","40","RESEARCH TOO","10"," EA ","                ","11/03/2015","65.9","            ",""
"4321","PUR   35846","19","    321-02-00583","DOWNCOMER CHANNEL, 41""LG., STE","930206","8","RESEARCH TOO","4"," EA ","                ","11/03/2015","48.12","            ",""
"4321","PUR   35863","29","    321-02-00789","STUD, STK NO. 32022-211       ","930253","8","RESEARCH TOO","25"," EA ","320.75","11/06/2015","320.75","            ",""
"4321","PUR   35864","79","    321-02-00871","LUG, ONE HOLE, 5/16 HOLE, CODE","930271","15","WESCO DISTRI","6"," EA ","30.05","11/06/2015","30.05","            ",""
"4321","PUR   35911","12","    321-02-00790","STUD, STK NO. 32022-210       ","930254","8","RESEARCH TOO","50"," EA ","1,731.48","11/13/2015","582","            ",""
"4321","PUR   35911","12","    321-02-00274","STRAP, STK NO.326325E11020-001","930242","8","RESEARCH TOO","10"," EA ","                ","11/13/2015","523.6","            ",""
"4321","PUR   35911","12","    321-02-00128","PAD, TAPPED STL, 3/8-16UNC X 1","930225","71","RESEARCH TOO","100"," EA ","                ","11/13/2015","223","            ",""
"4321","PUR   35911","12","    321-02-00273","BOND STRAP, STK NO. 32151-021 ","930241","8","RESEARCH TOO","8"," EA ","                ","11/13/2015","402.88","            ",""
"4321","PUR   35912","17","    321-02-00870","SLEEVE, SPLICE/REPAIR, 1.4""   ","930271","8","WESCO DISTRI","3"," EA ","52.8","11/13/2015","52.8","            ",""
"4321","PUR   35930","133","    321-02-00403","CABLE GLAND, 28 VDC UMBILICAL ","652424","4","GRAYBAR ELEC","1"," EA ","236.08","11/17/2015","236.08","            ",""
"4321","PUR   35942","36","    321-02-00005","MCT, STEEL, 6 X 1             ","930192","4","ROXTEC INCOR","25"," EA ","3,127.64","11/19/2015","830","            ",""
"4321","PUR   35942","36","    321-02-00002","MCT, 4 x 2 STEEL              ","930191","4","ROXTEC INCOR","22"," EA ","                ","11/19/2015","1,232.88","            ",""
"4321","PUR   35942","36","    321-02-00002","MCT, 4 x 2 STEEL              ","930191","4","ROXTEC INCOR","19"," EA ","                ","11/19/2015","1,064.76","            ",""
"4321","PUR   35942","61","    321-02-00002","MCT, 4 x 2 STEEL              ","930191","4","ROXTEC INCOR","22"," EA ","-1,232.88","11/19/2015","-1,232.88","            ",""
"4321","PUR   35946","38","    321-02-00129","PAD, TAPPED STL, 3/8-16UNC X 2","930227","7","RESEARCH TOO","100"," EA ","275","11/19/2015","275","            ",""
"4321","API  324059","8","                ","                              ","930271","    ","WESCO DISTRI","            "," EA ","-0.01","11/12/2015","-0.01","            ",""
"4321","INV   24816","7","    321-02-00586","2"" OD, SSTL ROUND STOCK       ","418048","    ","            ","2"," EA ","45.24","12/25/2015","45.24","            ",""
"4321","PUR   35997","31","    321-02-00790","STUD, STK NO. 32022-210       ","930295","8","IN HOUSE - O","            "," EA ","                ","12/01/2015","0","            ",""
"4321","PUR   36000","31","    321-02-00383","STEEL STUFFING TUBE SEALING PL","930225","24","RESEARCH TOO","10"," EA ","31.3","12/01/2015","31.3","            ",""
"4321","PUR   36011","27","    321-02-00614","STUFFING TUBE SEALING PLUG,   ","930225","56","RESEARCH TOO","10"," EA ","1,716.35","12/03/2015","72","            ",""
"4321","PUR   36011","27","    321-02-00615","STUFFING TUBE SEALING PLUG,   ","930225","64","RESEARCH TOO","10"," EA ","                ","12/03/2015","72","            ",""
"4321","PUR   36011","27","    321-02-00343","SWAGE TUBE, STK NO. 32107-008 ","930243","8","RESEARCH TOO","10"," EA ","                ","12/03/2015","342.8","            ",""
"4321","PUR   36011","27","    321-02-00130","PAD, TAPPED STL, 3/8-16UNC X 3","930227","14","RESEARCH TOO","100"," EA ","                ","12/03/2015","408","            ",""
"4321","PUR   36011","27","    321-02-00864","TUBE, SWAGE, STUFFING, SIZE A ","930209","6","RESEARCH TOO","15"," EA ","                ","12/03/2015","299.55","            ",""
"4321","PUR   36011","27","    321-02-00718","PAD, TAPPED STL, 3/8-16UNC X 4","930226","8","RESEARCH TOO","100"," EA ","                ","12/03/2015","522","            ",""
"4321","PUR   36053","110","    321-02-00866","TUBE, SWAGE, STUFFING, SIZE C ","930209","18","RESEARCH TOO","10"," EA ","628","12/11/2015","239.8","            ",""
"4321","PUR   36053","110","    321-02-00865","TUBE, SWAGE, STUFFING, SIZE B ","930209","12","RESEARCH TOO","20"," EA ","                ","12/11/2015","388.2","            ",""
"4321","PUR   36064","18","    321-02-00273","BOND STRAP, STK NO. 32151-021 ","930324","9","IN HOUSE - O","8"," EA ","-1,872.38","12/11/2015","-402.88","            ",""
"4321","PUR   36064","18","    321-02-00275","BOSS, GRNDG, STK NO. 32151-020","930325","9","IN HOUSE - O","20"," EA ","                ","12/11/2015","-850","            ",""
"4321","PUR   36064","18","    321-02-00276","BOSS, GRNDG, STK NO. 32151-019","930326","10","IN HOUSE - O","50"," EA ","                ","12/11/2015","-619.5","            ",""
"4321","PUR   36064","50","    321-02-00867","TUBE, SWAGE, STUFFING, SIZE D ","930209","24","RESEARCH TOO","5"," EA ","131.55","12/11/2015","131.55","            ",""
"4321","PUR   36102","63","    321-02-00872","CABLE, GROUND, 1/4"", STAINLESS","930320","8","RESEARCH TOO","1"," EA ","110.64","12/21/2015","110.64","            ",""
"4321","INV   24848","10","    321-02-00872","CABLE, GROUND, 1/4"", STAINLESS","418279","    ","            ","1"," EA ","-110.64","01/08/2016","-110.64","            ",""
"4321","PUR   36187","24","    321-02-00881","GASKETS, 2-1/2 & 3"", NEOPRENE ","930332","32","WESCO DISTRI","2"," EA ","8.74","01/18/2016","8.74","            ",""
"4321","PUR   36190","11","    321-02-00652","SERVICE, VENDOR, VENDOR TO REC","940262","4","NORTHERN FAB","1"," LO ","51.83","01/18/2016","51.83","            ",""
"4321","PUR   36190","97","    321-02-00882","CORDGRIP, LTCG M20 W/NYLON NUT","930332","40","WESCO DISTRI","25"," EA ","28.25","01/18/2016","28.25","            ",""
"4321","PUR   36209","82","    321-02-00862","SRVC, VNDR, TO MACHINE FLUSH  ","940246","2","R&A MANUFACT","1"," EA ","110","01/22/2016","110","            ",""
"4321","PUR   36220","68","    321-02-00878","CONDUIT BODY, 3"", LB, ALUMINUM","930332","8","WESCO DISTRI","1"," EA ","211.23","01/23/2016","95.34","            ",""
"4321","PUR   36220","68","    321-02-00879","CONDUIT BODY, 3"", LR, ALUMINUM","930332","16","WESCO DISTRI","1"," EA ","                ","01/23/2016","95.34","            ",""
"4321","PUR   36220","68","    321-02-00880","COVER, 2-1/2 & 3"", ALUMINUM   ","930332","24","WESCO DISTRI","2"," EA ","                ","01/23/2016","20.55","            ",""
"4321","INV   25009","12","    321-02-00576","CROSSTIER, CABLEWAY CHANNEL   ","421633","    ","            ","4"," EA ","29.92","02/11/2016","29.92","            ",""
"4321","INV   25077","23","    321-02-00037","MCT, STEEL, 6X4, W/7"" DEPTH   ","423853","    ","            ","2"," EA ","1,151.94","02/26/2016","1,151.94","            ",""
"4321","INV   25078","14","    321-02-00094","SWAGE STUFFING TUBE, STL, ""G"" ","423854","    ","            ","5"," EA ","944.36","02/26/2016","116.7","            ",""
"4321","INV   25078","14","    321-02-00501","GSKT,SH MATL,APLTN GSKT,.25THK","423884","    ","            ","2"," EA ","                ","02/26/2016","827.66","            ",""
"4321","PUR   36271","70","    321-02-00883","NUT, U-TYPE, 10-24 THD, STEEL ","930354","8","GRAINGER    ","25"," EA ","587.5","02/06/2016","293.75","            ",""
"4321","PUR   36271","70","    321-02-00883","NUT, U-TYPE, 10-24 THD, STEEL ","930354","8","GRAINGER    ","18"," EA ","                ","02/06/2016","211.5","            ",""
"4321","PUR   36271","70","    321-02-00883","NUT, U-TYPE, 10-24 THD, STEEL ","930354","8","GRAINGER    ","7"," EA ","                ","02/06/2016","82.25","            ",""
"4321","PUR   36271","79","    321-02-00883","NUT, U-TYPE, 10-24 THD, STEEL ","930354","8","GRAINGER    ","25"," EA ","-293.75","02/06/2016","-293.75","            ",""
